Impedance Data for Demo Speaker 1
Frequency (Hz), Impedance (Ohms)
15729, 12.20
15730, 12.20
15731, 12.20
15732, 12.20
15733, 12.20
15734, 12.20
15735, 12.20
15736, 12.20
15737, 12.20
15738, 12.20
15739, 12.20
15740, 12.20
15741, 12.20
15742, 12.20
15743, 12.21
15744, 12.21
15745, 12.21
15746, 12.21
15747, 12.21
15748, 12.21
15749, 12.21
15750, 12.21
15751, 12.21
15752, 12.21
15753, 12.21
15754, 12.21
15755, 12.21
15756, 12.21
15757, 12.21
15758, 12.21
15759, 12.21
15760, 12.21
15761, 12.21
15762, 12.21
15763, 12.21
15764, 12.21
15765, 12.21
15766, 12.21
15767, 12.21
15768, 12.21
15769, 12.22
15770, 12.22
15771, 12.22
15772, 12.22
15773, 12.22
15774, 12.22
15775, 12.22
15776, 12.22
15777, 12.22
15778, 12.22
15779, 12.22
15780, 12.22
15781, 12.22
15782, 12.22
15783, 12.22
15784, 12.22
15785, 12.22
15786, 12.22
15787, 12.22
15788, 12.22
15789, 12.22
15790, 12.22
15791, 12.22
15792, 12.22
15793, 12.22
15794, 12.22
15795, 12.22
15796, 12.23
15797, 12.23
15798, 12.23
15799, 12.23
15800, 12.23
15801, 12.23
15802, 12.23
15803, 12.23
15804, 12.23
15805, 12.23
15806, 12.23
15807, 12.23
15808, 12.23
15809, 12.23
15810, 12.23
15811, 12.23
15812, 12.23
15813, 12.23
15814, 12.23
15815, 12.23
15816, 12.23
15817, 12.23
15818, 12.23
15819, 12.23
15820, 12.23
15821, 12.23
15822, 12.23
15823, 12.24
15824, 12.24
15825, 12.24
15826, 12.24
15827, 12.24
15828, 12.24
15829, 12.24
15830, 12.24
15831, 12.24
15832, 12.24
15833, 12.24
15834, 12.24
15835, 12.24
15836, 12.24
15837, 12.24
15838, 12.24
15839, 12.24
15840, 12.24
15841, 12.24
15842, 12.24
15843, 12.24
15844, 12.24
15845, 12.24
15846, 12.24
15847, 12.24
15848, 12.24
15849, 12.25
15850, 12.25
15851, 12.25
15852, 12.25
15853, 12.25
15854, 12.25
15855, 12.25
15856, 12.25
15857, 12.25
15858, 12.25
15859, 12.25
15860, 12.25
15861, 12.25
15862, 12.25
15863, 12.25
15864, 12.25
15865, 12.25
15866, 12.25
15867, 12.25
15868, 12.25
15869, 12.25
15870, 12.25
15871, 12.25
15872, 12.25
15873, 12.25
15874, 12.25
15875, 12.25
15876, 12.26
15877, 12.26
15878, 12.26
15879, 12.26
15880, 12.26
15881, 12.26
15882, 12.26
15883, 12.26
15884, 12.26
15885, 12.26
15886, 12.26
15887, 12.26
15888, 12.26
15889, 12.26
15890, 12.26
15891, 12.26
15892, 12.26
15893, 12.26
15894, 12.26
15895, 12.26
15896, 12.26
15897, 12.26
15898, 12.26
15899, 12.26
15900, 12.26
15901, 12.26
15902, 12.27
15903, 12.27
15904, 12.27
15905, 12.27
15906, 12.27
15907, 12.27
15908, 12.27
15909, 12.27
15910, 12.27
15911, 12.27
15912, 12.27
15913, 12.27
15914, 12.27
15915, 12.27
15916, 12.27
15917, 12.27
15918, 12.27
15919, 12.27
15920, 12.27
15921, 12.27
15922, 12.27
15923, 12.27
15924, 12.27
15925, 12.27
15926, 12.27
15927, 12.27
15928, 12.27
15929, 12.28
15930, 12.28
15931, 12.28
15932, 12.28
15933, 12.28
15934, 12.28
15935, 12.28
15936, 12.28
15937, 12.28
15938, 12.28
15939, 12.28
15940, 12.28
15941, 12.28
15942, 12.28
15943, 12.28
15944, 12.28
15945, 12.28
15946, 12.28
15947, 12.28
15948, 12.28
15949, 12.28
15950, 12.28
15951, 12.28
15952, 12.28
15953, 12.28
15954, 12.28
15955, 12.29
15956, 12.29
15957, 12.29
15958, 12.29
15959, 12.29
15960, 12.29
15961, 12.29
15962, 12.29
15963, 12.29
15964, 12.29
15965, 12.29
15966, 12.29
15967, 12.29
15968, 12.29
15969, 12.29
15970, 12.29
15971, 12.29
15972, 12.29
15973, 12.29
15974, 12.29
15975, 12.29
15976, 12.29
15977, 12.29
15978, 12.29
15979, 12.29
15980, 12.29
15981, 12.29
15982, 12.30
15983, 12.30
15984, 12.30
15985, 12.30
15986, 12.30
15987, 12.30
15988, 12.30
15989, 12.30
15990, 12.30
15991, 12.30
15992, 12.30
15993, 12.30
15994, 12.30
15995, 12.30
15996, 12.30
15997, 12.30
15998, 12.30
15999, 12.30
16000, 12.30
16001, 12.30
16002, 12.30
16003, 12.30
16004, 12.30
16005, 12.30
16006, 12.30
16007, 12.30
16008, 12.31
16009, 12.31
16010, 12.31
16011, 12.31
16012, 12.31
16013, 12.31
16014, 12.31
16015, 12.31
16016, 12.31
16017, 12.31
16018, 12.31
16019, 12.31
16020, 12.31
16021, 12.31
16022, 12.31
16023, 12.31
16024, 12.31
16025, 12.31
16026, 12.31
16027, 12.31
16028, 12.31
16029, 12.31
16030, 12.31
16031, 12.31
16032, 12.31
16033, 12.31
16034, 12.31
16035, 12.32
16036, 12.32
16037, 12.32
16038, 12.32
16039, 12.32
16040, 12.32
16041, 12.32
16042, 12.32
16043, 12.32
16044, 12.32
16045, 12.32
16046, 12.32
16047, 12.32
16048, 12.32
16049, 12.32
16050, 12.32
16051, 12.32
16052, 12.32
16053, 12.32
16054, 12.32
16055, 12.32
16056, 12.32
16057, 12.32
16058, 12.32
16059, 12.32
16060, 12.32
16061, 12.33
16062, 12.33
16063, 12.33
16064, 12.33
16065, 12.33
16066, 12.33
16067, 12.33
16068, 12.33
16069, 12.33
16070, 12.33
16071, 12.33
16072, 12.33
16073, 12.33
16074, 12.33
16075, 12.33
16076, 12.33
16077, 12.33
16078, 12.33
16079, 12.33
16080, 12.33
16081, 12.33
16082, 12.33
16083, 12.33
16084, 12.33
16085, 12.33
16086, 12.33
16087, 12.33
16088, 12.34
16089, 12.34
16090, 12.34
16091, 12.34
16092, 12.34
16093, 12.34
16094, 12.34
16095, 12.34
16096, 12.34
16097, 12.34
16098, 12.34
16099, 12.34
16100, 12.34
16101, 12.34
16102, 12.34
16103, 12.34
16104, 12.34
16105, 12.34
16106, 12.34
16107, 12.34
16108, 12.34
16109, 12.34
16110, 12.34
16111, 12.34
16112, 12.34
16113, 12.34
16114, 12.35
16115, 12.35
16116, 12.35
16117, 12.35
16118, 12.35
16119, 12.35
16120, 12.35
16121, 12.35
16122, 12.35
16123, 12.35
16124, 12.35
16125, 12.35
16126, 12.35
16127, 12.35
16128, 12.35
16129, 12.35
16130, 12.35
16131, 12.35
16132, 12.35
16133, 12.35
16134, 12.35
16135, 12.35
16136, 12.35
16137, 12.35
16138, 12.35
16139, 12.35
16140, 12.35
16141, 12.36
16142, 12.36
16143, 12.36
16144, 12.36
16145, 12.36
16146, 12.36
16147, 12.36
16148, 12.36
16149, 12.36
16150, 12.36
16151, 12.36
16152, 12.36
16153, 12.36
16154, 12.36
16155, 12.36
16156, 12.36
16157, 12.36
16158, 12.36
16159, 12.36
16160, 12.36
16161, 12.36
16162, 12.36
16163, 12.36
16164, 12.36
16165, 12.36
16166, 12.36
16167, 12.37
16168, 12.37
16169, 12.37
16170, 12.37
16171, 12.37
16172, 12.37
16173, 12.37
16174, 12.37
16175, 12.37
16176, 12.37
16177, 12.37
16178, 12.37
16179, 12.37
16180, 12.37
16181, 12.37
16182, 12.37
16183, 12.37
16184, 12.37
16185, 12.37
16186, 12.37
16187, 12.37
16188, 12.37
16189, 12.37
16190, 12.37
16191, 12.37
16192, 12.37
16193, 12.37
16194, 12.38
16195, 12.38
16196, 12.38
16197, 12.38
16198, 12.38
16199, 12.38
16200, 12.38
16201, 12.38
16202, 12.38
16203, 12.38
16204, 12.38
16205, 12.38
16206, 12.38
16207, 12.38
16208, 12.38
16209, 12.38
16210, 12.38
16211, 12.38
16212, 12.38
16213, 12.38
16214, 12.38
16215, 12.38
16216, 12.38
16217, 12.38
16218, 12.38
16219, 12.38
16220, 12.39
16221, 12.39
16222, 12.39
16223, 12.39
16224, 12.39
16225, 12.39
16226, 12.39
16227, 12.39
16228, 12.39
16229, 12.39
16230, 12.39
16231, 12.39
16232, 12.39
16233, 12.39
16234, 12.39
16235, 12.39
16236, 12.39
16237, 12.39
16238, 12.39
16239, 12.39
16240, 12.39
16241, 12.39
16242, 12.39
16243, 12.39
16244, 12.39
16245, 12.39
16246, 12.39
16247, 12.40
16248, 12.40
16249, 12.40
16250, 12.40
16251, 12.40
16252, 12.40
16253, 12.40
16254, 12.40
16255, 12.40
16256, 12.40
16257, 12.40
16258, 12.40
16259, 12.40
16260, 12.40
16261, 12.40
16262, 12.40
16263, 12.40
16264, 12.40
16265, 12.40
16266, 12.40
16267, 12.40
16268, 12.40
16269, 12.40
16270, 12.40
16271, 12.40
16272, 12.40
16273, 12.40
16274, 12.41
16275, 12.41
16276, 12.41
16277, 12.41
16278, 12.41
16279, 12.41
16280, 12.41
16281, 12.41
16282, 12.41
16283, 12.41
16284, 12.41
16285, 12.41
16286, 12.41
16287, 12.41
16288, 12.41
16289, 12.41
16290, 12.41
16291, 12.41
16292, 12.41
16293, 12.41
16294, 12.41
16295, 12.41
16296, 12.41
16297, 12.41
16298, 12.41
16299, 12.41
16300, 12.42
16301, 12.42
16302, 12.42
16303, 12.42
16304, 12.42
16305, 12.42
16306, 12.42
16307, 12.42
16308, 12.42
16309, 12.42
16310, 12.42
16311, 12.42
16312, 12.42
16313, 12.42
16314, 12.42
16315, 12.42
16316, 12.42
16317, 12.42
16318, 12.42
16319, 12.42
16320, 12.42
16321, 12.42
16322, 12.42
16323, 12.42
16324, 12.42
16325, 12.42
16326, 12.42
16327, 12.43
16328, 12.43
16329, 12.43
16330, 12.43
16331, 12.43
16332, 12.43
16333, 12.43
16334, 12.43
16335, 12.43
16336, 12.43
16337, 12.43
16338, 12.43
16339, 12.43
16340, 12.43
16341, 12.43
16342, 12.43
16343, 12.43
16344, 12.43
16345, 12.43
16346, 12.43
16347, 12.43
16348, 12.43
16349, 12.43
16350, 12.43
16351, 12.43
16352, 12.43
16353, 12.44
16354, 12.44
16355, 12.44
16356, 12.44
16357, 12.44
16358, 12.44
16359, 12.44
16360, 12.44
16361, 12.44
16362, 12.44
16363, 12.44
16364, 12.44
16365, 12.44
16366, 12.44
16367, 12.44
16368, 12.44
16369, 12.44
16370, 12.44
16371, 12.44
16372, 12.44
16373, 12.44
16374, 12.44
16375, 12.44
16376, 12.44
16377, 12.44
16378, 12.44
16379, 12.44
16380, 12.45
16381, 12.45
16382, 12.45
16383, 12.45
16384, 12.45
16385, 12.45
16386, 12.45
16387, 12.45
16388, 12.45
16389, 12.45
16390, 12.45
16391, 12.45
16392, 12.45
16393, 12.45
16394, 12.45
16395, 12.45
16396, 12.45
16397, 12.45
16398, 12.45
16399, 12.45
16400, 12.45
16401, 12.45
16402, 12.45
16403, 12.45
16404, 12.45
16405, 12.45
16406, 12.46
16407, 12.46
16408, 12.46
16409, 12.46
16410, 12.46
16411, 12.46
16412, 12.46
16413, 12.46
16414, 12.46
16415, 12.46
16416, 12.46
16417, 12.46
16418, 12.46
16419, 12.46
16420, 12.46
16421, 12.46
16422, 12.46
16423, 12.46
16424, 12.46
16425, 12.46
16426, 12.46
16427, 12.46
16428, 12.46
16429, 12.46
16430, 12.46
16431, 12.46
16432, 12.46
16433, 12.47
16434, 12.47
16435, 12.47
16436, 12.47
16437, 12.47
16438, 12.47
16439, 12.47
16440, 12.47
16441, 12.47
16442, 12.47
16443, 12.47
16444, 12.47
16445, 12.47
16446, 12.47
16447, 12.47
16448, 12.47
16449, 12.47
16450, 12.47
16451, 12.47
16452, 12.47
16453, 12.47
16454, 12.47
16455, 12.47
16456, 12.47
16457, 12.47
16458, 12.47
16459, 12.48
16460, 12.48
16461, 12.48
16462, 12.48
16463, 12.48
16464, 12.48
16465, 12.48
16466, 12.48
16467, 12.48
16468, 12.48
16469, 12.48
16470, 12.48
16471, 12.48
16472, 12.48
16473, 12.48
16474, 12.48
16475, 12.48
16476, 12.48
16477, 12.48
16478, 12.48
16479, 12.48
16480, 12.48
16481, 12.48
16482, 12.48
16483, 12.48
16484, 12.48
16485, 12.48
16486, 12.49
16487, 12.49
16488, 12.49
16489, 12.49
16490, 12.49
16491, 12.49
16492, 12.49
16493, 12.49
16494, 12.49
16495, 12.49
16496, 12.49
16497, 12.49
16498, 12.49
16499, 12.49
16500, 12.49
16501, 12.49
16502, 12.49
16503, 12.49
16504, 12.49
16505, 12.49
16506, 12.49
16507, 12.49
16508, 12.49
16509, 12.49
16510, 12.49
16511, 12.49
16512, 12.50
16513, 12.50
16514, 12.50
16515, 12.50
16516, 12.50
16517, 12.50
16518, 12.50
16519, 12.50
16520, 12.50
16521, 12.50
16522, 12.50
16523, 12.50
16524, 12.50
16525, 12.50
16526, 12.50
16527, 12.50
16528, 12.50
16529, 12.50
16530, 12.50
16531, 12.50
16532, 12.50
16533, 12.50
16534, 12.50
16535, 12.50
16536, 12.50
16537, 12.50
16538, 12.50
16539, 12.51
16540, 12.51
16541, 12.51
16542, 12.51
16543, 12.51
16544, 12.51
16545, 12.51
16546, 12.51
16547, 12.51
16548, 12.51
16549, 12.51
16550, 12.51
16551, 12.51
16552, 12.51
16553, 12.51
16554, 12.51
16555, 12.51
16556, 12.51
16557, 12.51
16558, 12.51
16559, 12.51
16560, 12.51
16561, 12.51
16562, 12.51
16563, 12.51
16564, 12.51
16565, 12.52
16566, 12.52
16567, 12.52
16568, 12.52
16569, 12.52
16570, 12.52
16571, 12.52
16572, 12.52
16573, 12.52
16574, 12.52
16575, 12.52
16576, 12.52
16577, 12.52
16578, 12.52
16579, 12.52
16580, 12.52
16581, 12.52
16582, 12.52
16583, 12.52
16584, 12.52
16585, 12.52
16586, 12.52
16587, 12.52
16588, 12.52
16589, 12.52
16590, 12.52
16591, 12.52
16592, 12.53
16593, 12.53
16594, 12.53
16595, 12.53
16596, 12.53
16597, 12.53
16598, 12.53
16599, 12.53
16600, 12.53
16601, 12.53
16602, 12.53
16603, 12.53
16604, 12.53
16605, 12.53
16606, 12.53
16607, 12.53
16608, 12.53
16609, 12.53
16610, 12.53
16611, 12.53
16612, 12.53
16613, 12.53
16614, 12.53
16615, 12.53
16616, 12.53
16617, 12.53
16618, 12.54
16619, 12.54
16620, 12.54
16621, 12.54
16622, 12.54
16623, 12.54
16624, 12.54
16625, 12.54
16626, 12.54
16627, 12.54
16628, 12.54
16629, 12.54
16630, 12.54
16631, 12.54
16632, 12.54
16633, 12.54
16634, 12.54
16635, 12.54
16636, 12.54
16637, 12.54
16638, 12.54
16639, 12.54
16640, 12.54
16641, 12.54
16642, 12.54
16643, 12.54
16644, 12.54
16645, 12.55
16646, 12.55
16647, 12.55
16648, 12.55
16649, 12.55
16650, 12.55
16651, 12.55
16652, 12.55
16653, 12.55
16654, 12.55
16655, 12.55
16656, 12.55
16657, 12.55
16658, 12.55
16659, 12.55
16660, 12.55
16661, 12.55
16662, 12.55
16663, 12.55
16664, 12.55
16665, 12.55
16666, 12.55
16667, 12.55
16668, 12.55
16669, 12.55
16670, 12.55
16671, 12.56
16672, 12.56
16673, 12.56
16674, 12.56
16675, 12.56
16676, 12.56
16677, 12.56
16678, 12.56
16679, 12.56
16680, 12.56
16681, 12.56
16682, 12.56
16683, 12.56
16684, 12.56
16685, 12.56
16686, 12.56
16687, 12.56
16688, 12.56
16689, 12.56
16690, 12.56
16691, 12.56
16692, 12.56
16693, 12.56
16694, 12.56
16695, 12.56
16696, 12.56
16697, 12.56
16698, 12.57
16699, 12.57
16700, 12.57
16701, 12.57
16702, 12.57
16703, 12.57
16704, 12.57
16705, 12.57
16706, 12.57
16707, 12.57
16708, 12.57
16709, 12.57
16710, 12.57
16711, 12.57
16712, 12.57
16713, 12.57
16714, 12.57
16715, 12.57
16716, 12.57
16717, 12.57
16718, 12.57
16719, 12.57
16720, 12.57
16721, 12.57
16722, 12.57
16723, 12.57
16724, 12.58
16725, 12.58
16726, 12.58
16727, 12.58
16728, 12.58
16729, 12.58
16730, 12.58
16731, 12.58
16732, 12.58
16733, 12.58
16734, 12.58
16735, 12.58
16736, 12.58
16737, 12.58
16738, 12.58
16739, 12.58
16740, 12.58
16741, 12.58
16742, 12.58
16743, 12.58
16744, 12.58
16745, 12.58
16746, 12.58
16747, 12.58
16748, 12.58
16749, 12.58
16750, 12.58
16751, 12.59
16752, 12.59
16753, 12.59
16754, 12.59
16755, 12.59
16756, 12.59
16757, 12.59
16758, 12.59
16759, 12.59
16760, 12.59
16761, 12.59
16762, 12.59
16763, 12.59
16764, 12.59
16765, 12.59
16766, 12.59
16767, 12.59
16768, 12.59
16769, 12.59
16770, 12.59
16771, 12.59
16772, 12.59
16773, 12.59
16774, 12.59
16775, 12.59
16776, 12.59
16777, 12.59
16778, 12.60
16779, 12.60
16780, 12.60
16781, 12.60
16782, 12.60
16783, 12.60
16784, 12.60
16785, 12.60
16786, 12.60
16787, 12.60
16788, 12.60
16789, 12.60
16790, 12.60
16791, 12.60
16792, 12.60
16793, 12.60
16794, 12.60
16795, 12.60
16796, 12.60
16797, 12.60
16798, 12.60
16799, 12.60
16800, 12.60
16801, 12.60
16802, 12.60
16803, 12.60
16804, 12.61
16805, 12.61
16806, 12.61
16807, 12.61
16808, 12.61
16809, 12.61
16810, 12.61
16811, 12.61
16812, 12.61
16813, 12.61
16814, 12.61
16815, 12.61
16816, 12.61
16817, 12.61
16818, 12.61
16819, 12.61
16820, 12.61
16821, 12.61
16822, 12.61
16823, 12.61
16824, 12.61
16825, 12.61
16826, 12.61
16827, 12.61
16828, 12.61
16829, 12.61
16830, 12.61
16831, 12.62
16832, 12.62
16833, 12.62
16834, 12.62
16835, 12.62
16836, 12.62
16837, 12.62
16838, 12.62
16839, 12.62
16840, 12.62
16841, 12.62
16842, 12.62
16843, 12.62
16844, 12.62
16845, 12.62
16846, 12.62
16847, 12.62
16848, 12.62
16849, 12.62
16850, 12.62
16851, 12.62
16852, 12.62
16853, 12.62
16854, 12.62
16855, 12.62
16856, 12.62
16857, 12.63
16858, 12.63
16859, 12.63
16860, 12.63
16861, 12.63
16862, 12.63
16863, 12.63
16864, 12.63
16865, 12.63
16866, 12.63
16867, 12.63
16868, 12.63
16869, 12.63
16870, 12.63
16871, 12.63
16872, 12.63
16873, 12.63
16874, 12.63
16875, 12.63
16876, 12.63
16877, 12.63
16878, 12.63
16879, 12.63
16880, 12.63
16881, 12.63
16882, 12.63
16883, 12.63
16884, 12.64
16885, 12.64
16886, 12.64
16887, 12.64
16888, 12.64
16889, 12.64
16890, 12.64
16891, 12.64
16892, 12.64
16893, 12.64
16894, 12.64
16895, 12.64
16896, 12.64
16897, 12.64
16898, 12.64
16899, 12.64
16900, 12.64
16901, 12.64
16902, 12.64
16903, 12.64
16904, 12.64
16905, 12.64
16906, 12.64
16907, 12.64
16908, 12.64
16909, 12.64
16910, 12.65
16911, 12.65
16912, 12.65
16913, 12.65
16914, 12.65
16915, 12.65
16916, 12.65
16917, 12.65
16918, 12.65
16919, 12.65
16920, 12.65
16921, 12.65
16922, 12.65
16923, 12.65
16924, 12.65
16925, 12.65
16926, 12.65
16927, 12.65
16928, 12.65
16929, 12.65
16930, 12.65
16931, 12.65
16932, 12.65
16933, 12.65
16934, 12.65
16935, 12.65
16936, 12.65
16937, 12.66
16938, 12.66
16939, 12.66
16940, 12.66
16941, 12.66
16942, 12.66
16943, 12.66
16944, 12.66
16945, 12.66
16946, 12.66
16947, 12.66
16948, 12.66
16949, 12.66
16950, 12.66
16951, 12.66
16952, 12.66
16953, 12.66
16954, 12.66
16955, 12.66
16956, 12.66
16957, 12.66
16958, 12.66
16959, 12.66
16960, 12.66
16961, 12.66
16962, 12.66
16963, 12.67
16964, 12.67
16965, 12.67
16966, 12.67
16967, 12.67
16968, 12.67
16969, 12.67
16970, 12.67
16971, 12.67
16972, 12.67
16973, 12.67
16974, 12.67
16975, 12.67
16976, 12.67
16977, 12.67
16978, 12.67
16979, 12.67
16980, 12.67
16981, 12.67
16982, 12.67
16983, 12.67
16984, 12.67
16985, 12.67
16986, 12.67
16987, 12.67
16988, 12.67
16989, 12.67
16990, 12.68
16991, 12.68
16992, 12.68
16993, 12.68
16994, 12.68
16995, 12.68
16996, 12.68
16997, 12.68
16998, 12.68
16999, 12.68
17000, 12.68
17001, 12.68
17002, 12.68
17003, 12.68
17004, 12.68
17005, 12.68
17006, 12.68
17007, 12.68
17008, 12.68
17009, 12.68
17010, 12.68
17011, 12.68
17012, 12.68
17013, 12.68
17014, 12.68
17015, 12.68
17016, 12.69
17017, 12.69
17018, 12.69
17019, 12.69
17020, 12.69
17021, 12.69
17022, 12.69
17023, 12.69
17024, 12.69
17025, 12.69
17026, 12.69
17027, 12.69
17028, 12.69
17029, 12.69
17030, 12.69
17031, 12.69
17032, 12.69
17033, 12.69
17034, 12.69
17035, 12.69
17036, 12.69
17037, 12.69
17038, 12.69
17039, 12.69
17040, 12.69
17041, 12.69
17042, 12.69
17043, 12.70
17044, 12.70
17045, 12.70
17046, 12.70
17047, 12.70
17048, 12.70
17049, 12.70
17050, 12.70
17051, 12.70
17052, 12.70
17053, 12.70
17054, 12.70
17055, 12.70
17056, 12.70
17057, 12.70
17058, 12.70
17059, 12.70
17060, 12.70
17061, 12.70
17062, 12.70
17063, 12.70
17064, 12.70
17065, 12.70
17066, 12.70
17067, 12.70
17068, 12.70
17069, 12.71
17070, 12.71
17071, 12.71
17072, 12.71
17073, 12.71
17074, 12.71
17075, 12.71
17076, 12.71
17077, 12.71
17078, 12.71
17079, 12.71
17080, 12.71
17081, 12.71
17082, 12.71
17083, 12.71
17084, 12.71
17085, 12.71
17086, 12.71
17087, 12.71
17088, 12.71
17089, 12.71
17090, 12.71
17091, 12.71
17092, 12.71
17093, 12.71
17094, 12.71
17095, 12.71
17096, 12.72
17097, 12.72
17098, 12.72
17099, 12.72
17100, 12.72
17101, 12.72
17102, 12.72
17103, 12.72
17104, 12.72
17105, 12.72
17106, 12.72
17107, 12.72
17108, 12.72
17109, 12.72
17110, 12.72
17111, 12.72
17112, 12.72
17113, 12.72
17114, 12.72
17115, 12.72
17116, 12.72
17117, 12.72
17118, 12.72
17119, 12.72
17120, 12.72
17121, 12.72
17122, 12.73
17123, 12.73
17124, 12.73
17125, 12.73
17126, 12.73
17127, 12.73
17128, 12.73
17129, 12.73
17130, 12.73
17131, 12.73
17132, 12.73
17133, 12.73
17134, 12.73
17135, 12.73
17136, 12.73
17137, 12.73
17138, 12.73
17139, 12.73
17140, 12.73
17141, 12.73
17142, 12.73
17143, 12.73
17144, 12.73
17145, 12.73
17146, 12.73
17147, 12.73
17148, 12.73
17149, 12.74
17150, 12.74
17151, 12.74
17152, 12.74
17153, 12.74
17154, 12.74
17155, 12.74
17156, 12.74
17157, 12.74
17158, 12.74
17159, 12.74
17160, 12.74
17161, 12.74
17162, 12.74
17163, 12.74
17164, 12.74
17165, 12.74
17166, 12.74
17167, 12.74
17168, 12.74
17169, 12.74
17170, 12.74
17171, 12.74
17172, 12.74
17173, 12.74
17174, 12.74
17175, 12.75
17176, 12.75
17177, 12.75
17178, 12.75
17179, 12.75
17180, 12.75
17181, 12.75
17182, 12.75
17183, 12.75
17184, 12.75
17185, 12.75
17186, 12.75
17187, 12.75
17188, 12.75
17189, 12.75
17190, 12.75
17191, 12.75
17192, 12.75
17193, 12.75
17194, 12.75
17195, 12.75
17196, 12.75
17197, 12.75
17198, 12.75
17199, 12.75
17200, 12.75
17201, 12.75
17202, 12.76
17203, 12.76
17204, 12.76
17205, 12.76
17206, 12.76
17207, 12.76
17208, 12.76
17209, 12.76
17210, 12.76
17211, 12.76
17212, 12.76
17213, 12.76
17214, 12.76
17215, 12.76
17216, 12.76
17217, 12.76
17218, 12.76
17219, 12.76
17220, 12.76
17221, 12.76
17222, 12.76
17223, 12.76
17224, 12.76
17225, 12.76
17226, 12.76
17227, 12.76
17228, 12.77
17229, 12.77
17230, 12.77
17231, 12.77
17232, 12.77
17233, 12.77
17234, 12.77
17235, 12.77
17236, 12.77
17237, 12.77
17238, 12.77
17239, 12.77
17240, 12.77
17241, 12.77
17242, 12.77
17243, 12.77
17244, 12.77
17245, 12.77
17246, 12.77
17247, 12.77
17248, 12.77
17249, 12.77
17250, 12.77
17251, 12.77
17252, 12.77
17253, 12.77
17254, 12.77
17255, 12.78
17256, 12.78
17257, 12.78
17258, 12.78
17259, 12.78
17260, 12.78
17261, 12.78
17262, 12.78
17263, 12.78
17264, 12.78
17265, 12.78
17266, 12.78
17267, 12.78
17268, 12.78
17269, 12.78
17270, 12.78
17271, 12.78
17272, 12.78
17273, 12.78
17274, 12.78
17275, 12.78
17276, 12.78
17277, 12.78
17278, 12.78
17279, 12.78
17280, 12.78
17281, 12.78
17282, 12.79
17283, 12.79
17284, 12.79
17285, 12.79
17286, 12.79
17287, 12.79
17288, 12.79
17289, 12.79
17290, 12.79
17291, 12.79
17292, 12.79
17293, 12.79
17294, 12.79
17295, 12.79
17296, 12.79
17297, 12.79
17298, 12.79
17299, 12.79
17300, 12.79
17301, 12.79
17302, 12.79
17303, 12.79
17304, 12.79
17305, 12.79
17306, 12.79
17307, 12.79
17308, 12.80
17309, 12.80
17310, 12.80
17311, 12.80
17312, 12.80
17313, 12.80
17314, 12.80
17315, 12.80
17316, 12.80
17317, 12.80
17318, 12.80
17319, 12.80
17320, 12.80
17321, 12.80
17322, 12.80
17323, 12.80
17324, 12.80
17325, 12.80
17326, 12.80
17327, 12.80
17328, 12.80
17329, 12.80
17330, 12.80
17331, 12.80
17332, 12.80
17333, 12.80
17334, 12.80
17335, 12.81
17336, 12.81
17337, 12.81
17338, 12.81
17339, 12.81
17340, 12.81
17341, 12.81
17342, 12.81
17343, 12.81
17344, 12.81
17345, 12.81
17346, 12.81
17347, 12.81
17348, 12.81
17349, 12.81
17350, 12.81
17351, 12.81
17352, 12.81
17353, 12.81
17354, 12.81
17355, 12.81
17356, 12.81
17357, 12.81
17358, 12.81
17359, 12.81
17360, 12.81
17361, 12.82
17362, 12.82
17363, 12.82
17364, 12.82
17365, 12.82
17366, 12.82
17367, 12.82
17368, 12.82
17369, 12.82
17370, 12.82
17371, 12.82
17372, 12.82
17373, 12.82
17374, 12.82
17375, 12.82
17376, 12.82
17377, 12.82
17378, 12.82
17379, 12.82
17380, 12.82
17381, 12.82
17382, 12.82
17383, 12.82
17384, 12.82
17385, 12.82
17386, 12.82
17387, 12.82
17388, 12.83
17389, 12.83
17390, 12.83
17391, 12.83
17392, 12.83
17393, 12.83
17394, 12.83
17395, 12.83
17396, 12.83
17397, 12.83
17398, 12.83
17399, 12.83
17400, 12.83
17401, 12.83
17402, 12.83
17403, 12.83
17404, 12.83
17405, 12.83
17406, 12.83
17407, 12.83
17408, 12.83
17409, 12.83
17410, 12.83
17411, 12.83
17412, 12.83
17413, 12.83
17414, 12.84
17415, 12.84
17416, 12.84
17417, 12.84
17418, 12.84
17419, 12.84
17420, 12.84
17421, 12.84
17422, 12.84
17423, 12.84
17424, 12.84
17425, 12.84
17426, 12.84
17427, 12.84
17428, 12.84
17429, 12.84
17430, 12.84
17431, 12.84
17432, 12.84
17433, 12.84
17434, 12.84
17435, 12.84
17436, 12.84
17437, 12.84
17438, 12.84
17439, 12.84
17440, 12.84
17441, 12.85
17442, 12.85
17443, 12.85
17444, 12.85
17445, 12.85
17446, 12.85
17447, 12.85
17448, 12.85
17449, 12.85
17450, 12.85
17451, 12.85
17452, 12.85
17453, 12.85
17454, 12.85
17455, 12.85
17456, 12.85
17457, 12.85
17458, 12.85
17459, 12.85
17460, 12.85
17461, 12.85
17462, 12.85
17463, 12.85
17464, 12.85
17465, 12.85
17466, 12.85
17467, 12.86
17468, 12.86
17469, 12.86
17470, 12.86
17471, 12.86
17472, 12.86
17473, 12.86
